place_id,text,captions,labels,easting,northing
as00036,River Irwell (Old Course),"[""River Irwell (Old Course)""]",1,374613.6,396605.1
as00037,NEW RIVER STREET,"[""NEW RIVER STREET""]",1,380334.6,398138.6
as00038,New Cut,"[""New Cut""]",1,389317.7,444383.5
as00039,New Cut,"[""New Cut""]",1,390351.2,445647.2
as00040,New Cut,"[""New Cut""]",1,403855.7,413641.8
as00041,New Cut,"[""New Cut""]",1,404050.3,512601.7
as00042,Old River Tame,"[""Old River Tame""]",1,408271.3,290070.2
as00043,FREEMAN'S NEW CUT,"[""FREEMAN'S NEW CUT""]",1,413126.6,422539.1
as00044,Old River Trent,"[""Old River Trent""]",1,419882.6,316362.3
as00045,New Cut Top,"[""New Cut Top""]",1,423020.1,420254.8
as00046,NEW CUT,"[""NEW CUT""]",1,424244.1,419693.9
as00047,NEW CUT,"[""NEW CUT""]",1,427286.7,418400.7
as00048,NEW CUT,"[""NEW CUT""]",1,429462.6,417156.7
as00049,NEW RIVER WALK,"[""NEW RIVER WALK""]",1,431046.4,265600.7
as00050,River Aire (Old Channel),"[""River Aire (Old Channel)""]",1,431651.5,431546.4
as00051,AIRE & CALDER NAVIGATION NEW CUT,"[""AIRE & CALDER NAVIGATION NEW CUT""]",1,435289.9,421375.1
as00052,AIRE & CALDER NAVIGATION NEW CUT,"[""AIRE & CALDER NAVIGATION NEW CUT""]",1,435632.8,423294.9
as00053,Old Course of River Aire,"[""Old Course of River Aire""]",1,437480.9,429167.8
as00054,Old Course of River Don,"[""Old Course of River Don""]",1,437616.2,388954.4
as00055,AIRE & CALDER NAVIGATION NEW CUT,"[""AIRE & CALDER NAVIGATION NEW CUT""]",1,438098.0,425003.3
as00056,New Cut,"[""New Cut""]",1,438841.7,455782.2
as00057,Old River Bridge,"[""Old River Bridge""]",1,438971.4,373604.1
as00058,SHEFFIELD & SOUTH YORKSHIRE NAVIGATION (NEW CUT),"[""SHEFFIELD & SOUTH YORKSHIRE NAVIGATION (NEW CUT)""]",1,440501.8,392096.0
as00059,New Cut,"[""New Cut""]",1,440840.0,454739.5
as00060,River Calder (Old Course),"[""River Calder (Old Course)""]",3,441805.7,426210.7
as00061,River Rother (Old Course),"[""River Rother (Old Course)""]",1,443349.1,389856.7
as00062,River Rother (Old Course),"[""River Rother (Old Course)""]",1,443431.6,386913.7
as00063,Old Course of River Tees,"[""Old Course of River Tees""]",1,445867.8,518038.8
as00064,River Dearne (Old Course),"[""River Dearne (Old Course)""]",1,446020.3,401744.2
as00065,SHEFFIELD & SOUTH YORKSHIRE NAVIGATION (MEXBOROUGH NEW CUT),"[""SHEFFIELD & SOUTH YORKSHIRE NAVIGATION (MEXBOROUGH NEW CUT)""]",1,446435.6,398639.8
as00066,New Cut; The Old River; The Old River Bridge,"[""New Cut"", ""The Old River"", ""The Old River Bridge""]",3,446860.7,518841.6
as00067,New Cut,"[""New Cut""]",1,447538.6,473797.6
as00068,New cut mill,"[""New cut mill""]",1,447827.9,196272.6
as00069,Sheffield & South Yorkshire Navigation (Mexborough new cut),"[""Sheffield & South Yorkshire Navigation (Mexborough new cut)""]",2,448654.6,399894.3
as00070,NEW CUT; new cut,"[""NEW CUT"", ""new cut""]",2,449424.8,327195.5
as00071,Moor Drain or New Cut; New Cut Bridge,"[""Moor Drain or New Cut"", ""New Cut Bridge""]",2,451687.9,451740.6
as00072,New Drain; Old Ea Beck; Old Ea bridge,"[""New Drain"", ""Old Ea Beck"", ""Old Ea bridge""]",3,454057.7,409291.2
as00073,New River Ray,"[""New River Ray""]",1,455683.4,215017.4
as00074,New cut,"[""New cut""]",1,457258.6,437517.8
as00075,Old River Soar; old river soar,"[""Old River Soar"", ""old river soar""]",2,457869.0,303687.5
as00076,River Don (Old Course),"[""River Don (Old Course)""]",1,458588.8,405455.4
as00077,river don (old course),"[""river don (old course)""]",1,459481.9,406131.2
as00078,Old Course of the River Ouse; old course of the river ouse,"[""Old Course of the River Ouse"", ""old course of the river ouse""]",2,459947.5,436176.4
as00079,New Course,"[""New Course""]",1,460086.9,402830.5
as00080,River Don (Old Course),"[""River Don (Old Course)""]",1,460239.6,407932.1
as00081,Holmes Dike (Old Course of River Ouse; Holmes Dike (Old Course of River Ouse); old course of the river ouse,"[""Holmes Dike (Old Course of River Ouse"", ""Holmes Dike (Old Course of River Ouse)"", ""old course of the river ouse""]",3,461158.6,433176.3
as00082,Old Course of the River Foss,"[""Old Course of the River Foss""]",2,461168.1,455382.5
as00083,Old Course of Bridge Dike,"[""Old Course of Bridge Dike""]",1,462242.3,442412.4
as00084,Old Course of the River Foss,"[""Old Course of the River Foss""]",1,463499.1,464474.3
as00085,Old Course of the River Ouse,"[""Old Course of the River Ouse""]",1,465234.3,431522.1
as00086,Old Course of the River Ouse,"[""Old Course of the River Ouse""]",1,466545.4,431372.0
as00087,New Drain,"[""New Drain""]",1,466553.5,394671.9
as00088,Old River Don,"[""Old River Don""]",1,466857.7,422098.6
as00089,Old Course of the River Ouse,"[""Old Course of the River Ouse""]",2,467106.1,430313.4
as00090,New Drain,"[""New Drain""]",1,468165.8,402881.0
as00091,Old Course of the R. Derwent; Old Course of the River Derwent,"[""Old Course of the R. Derwent"", ""Old Course of the River Derwent""]",3,469847.9,444351.3
as00092,Old Course of the River Derwent,"[""Old Course of the River Derwent""]",1,470331.1,442792.1
as00093,New Drain,"[""New Drain""]",1,471262.6,429787.3
as00094,New Drain,"[""New Drain""]",1,471416.4,420778.4
as00095,Old Ea Drain,"[""Old Ea Drain""]",1,471800.2,387154.5
as00096,Old Ea Drain,"[""Old Ea Drain""]",1,471927.0,385373.8
as00097,new Drain,"[""new Drain""]",1,472277.6,429126.9
as00098,New River; New River Bridge,"[""New River"", ""New River Bridge""]",2,472286.9,469752.1
as00099,New Cut,"[""New Cut""]",1,472338.9,104433.0
as00100,Old River Don,"[""Old River Don""]",1,475166.2,410811.3
as00101,Old River Don,"[""Old River Don""]",1,475983.5,412857.1
as00102,New Drain,"[""New Drain""]",1,476242.9,432099.7
as00103,Old River Don,"[""Old River Don""]",1,476743.8,414613.8
as00104,New Drain,"[""New Drain""]",1,477443.1,442612.9
as00105,NEW CUT; New Cut Cottages; Old River Bank Plantation,"[""NEW CUT"", ""New Cut Cottages"", ""Old River Bank Plantation""]",3,477501.0,469869.4
as00106,Old River Don,"[""Old River Don""]",1,477831.3,416407.2
as00107,Old River,"[""Old River""]",1,478219.2,175530.1
as00108,Old River,"[""Old River""]",1,478267.6,173935.1
as00109,Old River Don,"[""Old River Don""]",1,478745.7,415020.7
as00110,New Drain,"[""New Drain""]",1,478776.8,441749.6
as00111,New Cut,"[""New Cut""]",1,479482.5,471781.6
as00112,Old River Trent,"[""Old River Trent""]",1,479701.9,355696.3
as00113,New Cut,"[""New Cut""]",1,480914.0,475942.6
as00114,Old River Don,"[""Old River Don""]",1,481034.7,417613.5
as00115,New Cut,"[""New Cut""]",1,481204.8,473236.4
as00116,New Drain,"[""New Drain""]",1,481612.0,481044.7
as00117,Old River Don,"[""Old River Don""]",1,482401.3,415648.2
as00118,New Cut,"[""New Cut""]",1,482801.2,474897.3
as00119,Old River Don,"[""Old River Don""]",2,482921.3,417833.5
as00120,Old River Don,"[""Old River Don""]",1,484473.5,420784.5
as00121,New Drain,"[""New Drain""]",1,485582.9,433331.0
as00122,New Cut,"[""New Cut""]",1,492301.5,182313.2
as00123,New Cut,"[""New Cut""]",1,493743.4,151321.0
as00124,Old River Dike,"[""Old River Dike""]",1,494922.7,365661.7
as00125,New River Ancholme; Old River Ancholme,"[""New River Ancholme"", ""Old River Ancholme""]",3,496777.7,416915.0
as00126,Old River Ancholme,"[""Old River Ancholme""]",1,496918.0,418604.7
as00127,NEW RIVER ANCHOLME; Old River Ancholme,"[""NEW RIVER ANCHOLME"", ""Old River Ancholme""]",2,497277.1,419968.5
as00128,NEW RIVER ANCHOLME; Old River Ancholme,"[""NEW RIVER ANCHOLME"", ""Old River Ancholme""]",2,497436.6,414173.7
as00129,old river ancholme,"[""old river ancholme""]",1,497759.3,412104.1
as00130,Old River Ancholme; new River ancholme,"[""Old River Ancholme"", ""new River ancholme""]",2,498824.5,410995.9
as00131,NEW CUT,"[""NEW CUT""]",1,499281.8,175100.2
as00132,NEW RIVER ANCHOLME; Old River Ancholme,"[""NEW RIVER ANCHOLME"", ""Old River Ancholme""]",2,499289.5,408208.7
as00133,old river ancholme,"[""old river ancholme""]",1,499384.2,403570.0
as00134,Old River Ancholme; new river ancholme,"[""Old River Ancholme"", ""new river ancholme""]",2,499544.8,405033.7
as00135,OLD RIVER ANCHOLME,"[""OLD RIVER ANCHOLME""]",1,499864.1,407158.2
as00136,new river ancholme; old river ancholme,"[""new river ancholme"", ""old river ancholme""]",2,500092.2,401792.0
as00137,NEW RIVER ANCHOLME; Old River Ancholme; old river ancholme; redbourne old river,"[""NEW RIVER ANCHOLME"", ""Old River Ancholme"", ""old river ancholme"", ""redbourne old river""]",6,500836.6,399051.4
as00138,Kilnwick New Cut,"[""Kilnwick New Cut""]",1,501356.6,449623.5
as00139,New River Ancholme; Old River Ancholme,"[""New River Ancholme"", ""Old River Ancholme""]",2,501966.5,395209.1
as00140,New River Ancholme,"[""New River Ancholme""]",1,502843.2,392486.3
as00141,Beswick New Cut; Kilnwick New Cut,"[""Beswick New Cut"", ""Kilnwick New Cut""]",2,503118.3,448667.2
as00142,New Drain,"[""New Drain""]",1,505292.2,426630.0
as00143,New Cut,"[""New Cut""]",1,506970.4,249437.4
as00144,Old Course of the River Hull; RIVER HILL NEW CUT,"[""Old Course of the River Hull"", ""RIVER HILL NEW CUT""]",3,507502.7,450585.2
as00145,old river bridge; old river slea,"[""old river bridge"", ""old river slea""]",2,508139.5,346583.8
as00146,old river witham,"[""old river witham""]",1,509655.4,371191.9
as00147,Old River Slea,"[""Old River Slea""]",1,510409.8,348828.7
as00148,Old River Witham,"[""Old River Witham""]",1,510433.1,370249.7
as00149,New Drain,"[""New Drain""]",1,511891.7,446674.1
as00150,Old River Slea,"[""Old River Slea""]",1,512059.1,349662.5
as00151,New Cut,"[""New Cut""]",1,512924.0,355557.2
as00152,New Cut Bridge; New Cut Drain,"[""New Cut Bridge"", ""New Cut Drain""]",2,513863.6,435576.1
as00153,New Cut Drain,"[""New Cut Drain""]",1,514048.6,335701.9
as00154,New Cut,"[""New Cut""]",1,514303.8,354182.9
as00155,New Cut Bridge,"[""New Cut Bridge""]",1,515592.6,336102.2
as00156,Old River Crane,"[""Old River Crane""]",1,516252.3,174211.3
as00157,Preston New Drain,"[""Preston New Drain""]",1,516393.8,431498.1
as00158,Preston New Drain; preston new drain,"[""Preston New Drain"", ""preston new drain""]",2,516698.7,428920.2
as00159,New Drain Bridge,"[""New Drain Bridge""]",1,516728.5,430366.6
as00160,New Drain,"[""New Drain""]",1,517576.7,354041.6
as00161,RIVER NENE (Old Course),"[""RIVER NENE (Old Course)""]",1,520324.1,293743.7
as00162,New Drain,"[""New Drain""]",1,520534.7,327743.3
